"episode"	"instance"	"seed"	"A_DN_HistogramMode_5"	"A_DN_HistogramMode_10"	"A_CO_f1ecac"	"A_CO_FirstMin_ac"	"A_CO_HistogramAMI_even_2_5"	"A_CO_trev_1_num"	"A_MD_hrv_classic_pnn40"	"A_SB_BinaryStats_mean_longstretch1"	"A_SB_TransitionMatrix_3ac_sumdiagcov"	"A_PD_PeriodicityWang_th0_01"	"A_CO_Embed2_Dist_tau_d_expfit_meandiff"	"A_IN_AutoMutualInfoStats_40_gaussian_fmmi"	"A_FC_LocalSimple_mean1_tauresrat"	"A_DN_OutlierInclude_p_001_mdrmd"	"A_DN_OutlierInclude_n_001_mdrmd"	"A_SP_Summaries_welch_rect_area_5_1"	"A_SB_BinaryStats_diff_longstretch0"	"A_SB_MotifThree_quantile_hh"	"A_SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1"	"A_SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1"	"A_SP_Summaries_welch_rect_centroid"	"A_FC_LocalSimple_mean3_stderr"	"A_DN_Mean"	"A_DN_Spread_Std"	"R_DN_HistogramMode_5"	"R_DN_HistogramMode_10"	"R_CO_f1ecac"	"R_CO_FirstMin_ac"	"R_CO_HistogramAMI_even_2_5"	"R_CO_trev_1_num"	"R_MD_hrv_classic_pnn40"	"R_SB_BinaryStats_mean_longstretch1"	"R_SB_TransitionMatrix_3ac_sumdiagcov"	"R_PD_PeriodicityWang_th0_01"	"R_CO_Embed2_Dist_tau_d_expfit_meandiff"	"R_IN_AutoMutualInfoStats_40_gaussian_fmmi"	"R_FC_LocalSimple_mean1_tauresrat"	"R_DN_OutlierInclude_p_001_mdrmd"	"R_DN_OutlierInclude_n_001_mdrmd"	"R_SP_Summaries_welch_rect_area_5_1"	"R_SB_BinaryStats_diff_longstretch0"	"R_SB_MotifThree_quantile_hh"	"R_SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1"	"R_SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1"	"R_SP_Summaries_welch_rect_centroid"	"R_FC_LocalSimple_mean3_stderr"	"R_DN_Mean"	"R_DN_Spread_Std"
"2276"	196	37	5	0.0554035312466653	-0.298393873386594	1	1	0.000878452621774377	0.418147282255675	0.75017501750175	10	0.0147119789153299	3	0.0792792084672798	2	1	0.1412	-0.05105	0.196090135051174	5	1.94075728859214	0.12	0.86	1.61221380806792	1.1525605613306	-4.47692993787996e-15	1.00000000000004	-3.18672536158089	-1.29989068737608	90	7608	0.024184447502322	1.86016255710024	0.0011001100110011	7607	0.166666666666667	0	0.000228960606190219	33	0.000479386385426654	0.7096	-0.9909	0.913618042912168	1	1.02976500043501	0.56	0.48	0.00958737992428589	0.116354316061855	1.31572108763578e-13	0.99999999999988
"2277"	236	37	5	0.0491440570845449	-0.301473539822681	1	1	0.000667009576474459	0.635675396478588	0.747774777477748	9	0.0151924850117442	4	0.0930729158267609	3	1	0.195	-0.0546	0.201845589491138	7	1.93456079635659	0.88	0.82	1.62103419759826	1.15161692360611	6.12347950124104e-15	1	-3.06369914647718	-1.48253793068137	12	8693	0.0215952137680979	0.244090466655272	0.001000100010001	8692	0.111111111111111	0	0.0107482763218544	4	0.00105522335561027	0.1958	-0.9954	0.935812161555178	1	0.6445250819688	0.3	0.42	0.0694126306518298	0.204405000945629	-5.106023936996e-15	1.00000000000021
"2278"	276	37	5	0.0397499129168536	-0.307287533461415	1	1	0.000787507738103158	0.482313040809508	0.751675167516752	7	0.014600139881975	5	0.0818466937036061	1	1	0.16055	-0.06215	0.197610306114917	7	1.94177706881137	0.18	0.86	1.63445652949226	1.14975091998713	7.55913109884432e-15	1.00000000000005	-4.49058362883984	-2.18782347085541	6	9629	0.00425567464137392	0.609087605925741	0.001000100010001	9628	0.0740740740740741	0	0.00901775524282526	6	0.0024822695035461	0.2858	-0.9981	0.872467803580926	1	0.457232620861939	0.18	0.64	0.158383516349203	0.311325523141731	-7.49229844831944e-15	1.00000000000002
"2279"	316	37	5	0.0766960975008053	-0.286707391812598	1	1	0.000269143187345865	0.541355337592061	0.751175117511751	10	0.0152946654468094	4	0.0807469223150861	2	1	0.2354	-0.05695	0.194592634764562	6	1.92935310500101	0.86	0.7	1.6083788560982	1.15462558009121	-4.64144833678404e-15	0.999999999999966	-5.64235223927219	-2.78909546531304	5	6823	0.0044990023717849	0.742107354442552	0.0009000900090009	6822	0.166666666666667	0	0.0115300533662649	4	0.00236476500147798	0.3392	-0.9013	0.801651644668735	1	0.641305526051705	0.24	0.88	0.230097118182861	0.328518888700562	9.37747379747833e-15	0.999999999999786
"2280"	356	37	5	-0.0221229641049145	-0.334419586218055	1	1	0.000908174344091102	0.565556535445246	0.753675367536754	7	0.0151255116177351	6	0.0938691484413919	4	1	0.1898	-0.049	0.193871388377741	6	1.9354312751412	0.16	0.76	1.64366041421957	1.15068920691072	-2.41116016042042e-15	1	-6.70393392877807	-3.33218623618881	2	9867	0.00190375938082427	14.2355330749665	0.0007000700070007	9866	0.0740740740740741	0	0.00132474735457822	2	0.0003125	0.1927	-0.9993	0.564961063095828	1	1.06809693757668	0.44	0.34	0.496242784881038	0.421987410593785	-6.38287200871446e-15	0.999999999999878
"2281"	396	37	5	0.0169671339075737	-0.317861600209172	1	1	0.000533120872583941	0.565775994008873	0.744174417441744	9	0.0149609187007976	3	0.0937802409033623	2	1	0.2306	-0.0624	0.19129448282739	6	1.93881402947674	0.12	0.88	1.61566526484066	1.15587491031853	-6.27319862722686e-15	0.999999999999947	-9.26125298620678	-4.59584137115971	1	9270	0	51.7198474495002	0.0009000900090009	9269	0.111111111111111	0	0.00160363070177024	4	0.00073882526782416	0.0730999999999999	-0.9971	0.395739842225486	1	0.69073219072118	0.28	0.12	1.03428654623196	0.284858904295373	-1.9197965439588e-14	0.999999999999679
"2282"	37	38	5	-0.116357094761921	-0.401416810614832	1	1	0.00141488844914974	0.490626698564689	0.773077307730773	9	0.0104690003620491	5	0.0989659797201433	3	1	0.1841	-0.0620000000000001	0.203349003028047	5	2.0109095067975	0.12	0.72	1.5681118604162	1.15265415400954	-3.26916271831124e-16	1.00000000000002	-4.58232430610018	-2.22649210566588	5	9188	0.00425567464137392	0.944288552885067	0.0011001100110011	9187	0.0740740740740741	0	0.00489583399346939	7	0.00187734668335419	0.5366	-0.9944	0.859824506161633	1	1.0136169556174	0.16	0.7	0.235849546137433	0.364356371944368	2.2752688622063e-15	1.00000000000008
"2283"	77	38	5	-0.0961102560399371	-0.395837395818766	1	1	0.0012426605102351	0.593261319106623	0.783178317831783	9	0.00982156088062718	5	0.101652360462801	2	1	0.1951	-0.067	0.205260158434475	6	2.02192731687011	0.12	0.88	1.57271380277986	1.14818383036527	-4.86080065087435e-15	0.999999999999997	-8.22055859383175	-4.06283629936031	4	9504	0.00319359125441133	23.4024158450936	0.0013001300130013	9503	0.0666666666666667	0	0.00134144040649925	2	0.00163309744148067	0.1842	-0.9934	0.579751897607718	1	0.339528529267379	0.12	0.62	0.409572870365493	0.287154485536931	-2.74156447543916e-14	1.00000000000004
"2284"	117	38	5	-0.0650641084558121	-0.378672691104831	1	1	0.000646962275853679	0.495380948230248	0.77977797779778	8	0.00987027395608848	5	0.104925423774357	1	1	0.1858	-0.0600000000000001	0.19947541834766	6	2.02061688141342	0.88	0.74	1.6003254569618	1.1484250925897	7.37165883890611e-16	1.00000000000005	-6.83512996044294	-3.39222348868377	2	8722	0	17.9160487359989	0.001000100010001	8721	0.0740740740740741	0	0.00146963999943116	3	0.00151929504709815	0.33455	-0.9924	0.505480436874814	1	0.998846418876138	0.38	0.16	0.618194257517954	0.467112058564506	5.82493359102543e-15	1.00000000000018
"2285"	157	38	5	-0.102499609561485	-0.400951268268996	1	1	0.000900891898659044	0.537419334757763	0.782278227822782	10	0.00993295315796873	5	0.0961624450562289	2	1	0.1964	-0.0508999999999999	0.199510413237246	5	2.02262305667801	0.76	0.62	1.58651962987083	1.15195806070566	-4.146549770212e-15	0.999999999999984	-2.14822139825878	-0.993154990182456	19	6888	0.0171493931055875	0.287949543035125	0.0008000800080008	6887	0.111111111111111	3078	0.00240478192811384	24	0.000644745325596389	0.3113	-0.9869	0.965196637690366	1	0	0.44	0.2	0.0579077747426868	0.193549155685624	-1.43075107317259e-14	0.999999999999621
"2286"	197	38	5	-0.0151410380430659	-0.353446637268139	1	1	0.000779758878011223	0.505314795608926	0.782878287828783	8	0.0100071479961944	4	0.090082767670708	2	1	0.145	-0.0722	0.192646214347558	5	2.0207151044742	0.88	0.86	1.62141769279523	1.15466527481355	6.35504981971735e-15	0.999999999999975	-4.18409420931853	-2.01937529722843	5	8719	0.00327991314052409	4.13371614037681	0.0009000900090009	8718	0.166666666666667	0	0.00116772100004774	3	0.000696540515439981	0.6673	-0.9925	0.833574936957605	1	1.06907098119136	0.12	0.7	0.242368964485947	0.444087589059132	-3.99945743190244e-14	1.00000000000039
"2287"	237	38	5	-0.0859736709218276	-0.39438563408399	1	1	0.000491207463130397	0.554045017243724	0.793079307930793	9	0.010056271153668	3	0.091805879343681	4	1	0.1032	-0.0515	0.189764647309608	6	2.02253437566178	0.12	0.82	1.6218011879922	1.15707194733296	-2.54730680993021e-15	0.99999999999992	-6.07280796520802	-3.02469454955347	2	9880	0.000830220827707634	15.5166733895066	0.0006000600060006	9879	0.108843537414966	0	0.00155814281659552	3	0.00293255131964809	0.0121	-0.9995	0.560888598005067	1	0.69158980842575	0.12	0.88	0.546864150881267	0.697874252377307	-7.69733929373295e-15	1.00000000000022
"2288"	277	38	5	-0.055860443170171	-0.375265071466464	1	1	0.000707180052914639	0.483839852113993	0.778177817781778	10	0.0103094484532628	3	0.0913558585602572	2	1	0.1835	-0.0665	0.193725061074627	6	2.01611092579567	0.12	0.88	1.60531089452243	1.15596236255734	8.28381807593814e-16	1.00000000000001	-7.0140270656312	-3.49200541765437	2	9917	0	25.5920437879886	0.0005000500050005	9916	0.166666666666667	0	0.00160678971412346	5	0.00115446779034865	0.4333	-0.9996	0.441122821821804	1	0.685145063124086	0.18	0.86	0.732475826215442	0.516826700300651	-2.04503081135954e-15	1.00000000000003
"2289"	317	38	5	-0.0206349211408202	-0.354505163933948	1	1	0.000659698258567298	0.503521720932598	0.773477347734774	8	0.0103985462719356	8	0.0847156796257824	4	1	0.1589	-0.0657	0.210522858679946	6	2.01210690687016	0.14	0.74	1.58460215388597	1.14690035185	2.57165400086024e-15	0.999999999999985	-9.40949098188261	-4.65126665459696	1	9275	0	62.6599201847442	0.0011001100110011	9274	0.0740740740740741	0	0.0016483024046201	7	0.000628930817610063	0.6505	-0.9936	0.348947122173896	1	0.64819846622741	0.18	0.72	1.21644676479339	0.29624501103151	-3.46931844363851e-14	0.99999999999973
"2290"	357	38	5	-0.0993008461276281	-0.394413336656553	1	1	0.000601566327916979	0.472877454993749	0.772677267726773	10	0.0106852036005347	10	0.0990588654414128	3	1	0.1484	-0.0584	0.20629725827248	7	2.00670825670069	0.12	0.38	1.58882060105266	1.14559178038219	-5.04226660424933e-15	0.999999999999976	-2.91297602708654	-1.39964253816803	28	9621	0.0343517320557596	0.320275989836455	0.0009000900090009	9620	0.0740740740740741	0	0.00566344623476429	22	0.0011454753722795	0.038	-0.9943	0.951615692619668	1	0.681496903212486	0.54	0.54	0.0479368996214294	0.251029119423043	7.98180077588029e-14	0.999999999999949
"2291"	397	38	5	0.041209988364073	-0.322303884513221	1	1	0.000354769000443936	0.606755991943365	0.775777577757776	9	0.010262819127864	7	0.08343395154232	2	1	0.22205	-0.0642	0.20434607251208	6	2.01452721004042	0.88	0.78	1.57808273553746	1.14905143951922	2.6518898188499e-15	0.999999999999961	-5.40896950515365	-2.60445547571815	7	6847	0.00673583058151857	4.98066565372716	0.0011001100110011	4716	0.166666666666667	0	0.000778173887811082	5	0.000445632798573975	0.6848	-0.938	0.705101279515957	1	0.992983887487722	0.2	0.12	0.197116531243318	0.350750817093168	-5.74312430945412e-14	1.00000000000002
"2292"	38	39	5	-0.136934578135061	-0.433666915116625	1	1	0.000892754583105572	0.512290604893845	0.806280628062806	12	0.00728551369655084	9	0.104185054859029	3	1	0.1658	-0.0659	0.203005434896059	7	2.07387701907249	0.12	0.88	1.59303904821934	1.14916271930153	-4.64367433394841e-15	1.00000000000001	-9.95621427788187	-4.95840017431608	1	7153	0	99.0765689046034	0.0003000300030003	7152	0.0740740740740741	0	0.00171671164148152	1	0.000702247191011236	0.28495	-0.8449	0.202374534476924	1	0.682893530033737	0.16	0.86	1.56427690844649	0.333240323123856	-9.70004077061048e-15	1.00000000000008
"2293"	78	39	5	-0.0932971063577859	-0.415216813759982	1	1	0.000762084874044124	0.520113223609963	0.80948094809481	10	0.00648361332449543	4	0.104057896781527	1	1	0.1429	-0.0603	0.19964464170712	5	2.08812898198584	0.12	0.76	1.60722837050729	1.15161434767086	-3.15464321332115e-15	0.999999999999944	-3.95331531003003	-1.94658454194942	5	9009	0.00314817950458911	4.06072281079292	0.001000100010001	9008	0.143333333333333	0	0.00135266279487104	4	0.00302724520686176	0.0992	-0.9973	0.871691568134056	1	0.629671429062803	0.12	0.12	0.237383526925319	0.443091521666716	-1.93555824146152e-14	0.999999999999577
"2294"	118	39	5	-0.112836781108186	-0.425947785371439	1	1	0.000654107071611813	0.467711207890107	0.808580858085809	9	0.0069001099529895	6	0.0910831734138872	2	1	0.1336	-0.05765	0.203817215152746	6	2.077469772269	0.14	0.88	1.58997108664357	1.15002287111824	5.29126742421226e-15	1.00000000000005	-9.83635683317745	-4.89724323903393	1	9924	0	79.9764813181667	0.0008000800080008	9923	0.226888020833333	0	0.00158752612040444	5	0.00324675324675325	0.00780000000000003	-0.9993	0.271496001706886	1	0.458655471909787	0.12	0.54	1.43273805588528	0.314797583616623	-8.98101037982713e-15	1.00000000000047
"2295"	158	39	5	-0.0660708552937248	-0.392213368346791	1	1	0.000269106434037438	0.511983014778901	0.801280128012801	11	0.00744334859528557	5	0.0871614571522831	4	1	0.185	-0.07525	0.206908135997144	6	2.0652396561484	0.14	0.88	1.58191768750717	1.1457475395501	-3.48583384379708e-15	1.00000000000002	-6.73835414939595	-3.34107701641826	2	8478	0	17.4883840929033	0.0008000800080008	8477	0.104166666666667	0	0.00145754443148102	3	0.00144927536231884	0.1523	-0.9839	0.510648692183746	1	0.684846820759054	0.3	0.18	0.607072896805782	0.470471380989316	-4.10859568589217e-14	1.00000000000002
"2296"	198	39	5	-0.0861978343724774	-0.406548938526586	1	2	0.000675724432743164	0.54836123185603	0.811781178117812	10	0.00460847164824493	2	0.109722674110432	1	0.111111111111111	0.1448	-0.0555	0.207365743485946	7	2.07475676773549	0.12	0.88	1.5788497259314	1.14818054024035	-1.93030036399477e-15	1.00000000000002	-4.48136281367683	-2.08510480445745	27	8072	0.0167732953733334	3.98155396831215	0.0008000800080008	8071	0.0833333333333333	1545	0.000726369689141504	40	0.000423908435777872	0.2653	-0.8423	0.859185501886403	1	0	0.3	0.86	0.0341310725304578	0.163911909225813	1.36026112595999e-13	0.999999999999919
"2297"	238	39	5	-0.00565470738665119	-0.36550724749482	1	1	0.000450747303470932	0.546113172199133	0.803380338033803	9	0.00771540300344666	3	0.0908689624874462	2	1	0.1571	-0.0592	0.196395022000595	6	2.0619966712312	0.12	0.86	1.59534001940117	1.15629954830804	-2.86376625538431e-15	0.999999999999974	-5.55068350915363	-2.71726567090757	7	8539	0.00807292558477767	6.57451927195444	0.001000100010001	8538	0.111111111111111	0	0.00114107833024459	7	0.000348796651552145	0.1462	-0.9123	0.691627445036538	1	0.67732862807699	0.2	0.86	0.188679636909946	0.355264891108604	3.57626511737763e-14	0.999999999999974
"2298"	278	39	5	-0.170984248557773	-0.45350559109795	1	1	0.000804718142372449	0.419648594689575	0.811181118111811	9	0.00659138487772836	4	0.100857723576974	1	1	0.139	-0.0629999999999999	0.194680792366705	6	2.08626730945087	0.12	0.88	1.59342254341631	1.15649391924855	-1.18187681863446e-15	0.999999999999987	-6.03847376849981	-2.93437765499593	2	8407	0	20.7944196973442	0.0008000800080008	8406	0.0833333333333333	1293	0.00163933496504116	40	0.000464900046490005	0.1594	-0.9701	0.549707769446865	1	0	0.48	0.6	0.512349583153838	0.441923256663987	2.9445540450368e-14	1.00000000000045
"2299"	318	39	5	-0.100794364632581	-0.415709358405548	1	1	0.000810165614656905	0.525939631366698	0.805280528052805	9	0.00555703140266377	7	0.126679660944286	3	0.25	0.2006	-0.0592	0.217211821755487	6	2.0759661787161	0.12	0.88	1.54356816781003	1.14388942234993	5.22624166165997e-15	0.999999999999986	-3.80286364640381	-1.65368636286158	1187	7536	0	1.25979635066854	0.0007000700070007	7535	0.0833333333333333	2420	0.00212104536660414	40	0.00128040973111396	0.2465	-0.7535	0.856254782344063	1	0	0.3	0.86	0.00115048559091431	0.24603708292545	-1.08412501198529e-14	0.999999999999872
"2300"	358	39	5	-0.124980800451136	-0.428855543035392	1	6	0.000570379054599157	0.499199844328071	0.801880188018802	10	0.00654929766033592	6	0.113361608477892	4	0.2	0.17215	-0.0629	0.21008889793909	7	2.07401207788674	0.12	0.84	1.55430603332523	1.14822781894946	-1.88555837610238e-15	0.999999999999954	-3.18373536693385	-1.51698741025825	26	9717	0.0122022175103794	0.451967873108473	0.0015001500150015	9716	0.0625	0	0.00514832746666371	12	0.000819672131147541	0.0284	-0.9986	0.907769385465776	1	0.598627623857212	0.66	0.6	0.0487038900153723	0.233304057868577	6.40304864685248e-14	0.999999999999876
"2301"	398	39	5	-0.125765270227385	-0.428435979994725	1	1	0.000410543105913639	0.507843936248172	0.809280928092809	9	0.00748874434064735	6	0.103361258207235	3	1	0.19395	-0.06725	0.205017360336073	6	2.06727857060875	0.12	0.88	1.58728662026477	1.14730100398562	5.83988413183079e-15	0.999999999999968	-3.24003184760004	-1.52598183862813	25	7236	0.0201633951958637	0.960059713273477	0.001000100010001	7235	0.111111111111111	2702	0.00120824761140201	20	0.00144875045273452	0.2765	-0.9887	0.89543396182373	1	0	0.52	0.22	0.0521553467881152	0.283661723614357	-9.43074285331136e-14	0.999999999999766
"2302"	39	0	5	0.225596034004373	-0.147626492721094	1	1	0.000887310029959962	0.346681010031165	0.600760076007601	6	0.0513042770090257	12	0.0770020369983281	1	1	0.1851	-0.0417	0.183261574980613	6	1.4281964567548	0.12	0.56	1.68200993391672	1.15659009639243	-4.9515946898282e-15	1.00000000000006	-4.83069842579023	-2.40355689403489	4	9993	0.00416935275526116	4.42909278776813	0.0002000200020002	9992	0.333333333333333	0	0.00105238798580002	2	0.142857142857143	0.000799999999999912	-0.9995	0.796126662220221	1	0	0.22	0.18	0.309097128758977	0.465604148509826	3.63219107568646e-15	0.999999999999639
"2303"	79	0	5	0.210625479823902	-0.15022079599014	1	1	0.000669649635854477	0.350062932926922	0.585958595859586	6	0.0560698600779837	4	0.0763907190951853	3	1	0.2044	-0.0454	0.182063296877694	5	1.3512506706017	0.12	0.86	1.66360216446209	1.1569084696226	2.25466312286926e-15	0.999999999999921	-7.05727858428312	-3.52156787071443	2	9998	0	35.3641799716656	0.0001000100010001	9997	0.333333333333333	0	0.00155471371290683	40	0.5	0.000299999999999967	-0.9997	0.386860369051736	1	0	0.12	0.46	0.831801082231044	0.527130617380709	-1.23627115489189e-15	0.999999999999693
"2304"	159	0	5	0.237614628231484	-0.137717246825949	1	1	0.000921810324989125	0.43660168769098	0.588658865886589	7	0.0537133888072942	5	0.0718140719173631	2	1	0.1142	-0.0272	0.187141599738961	5	1.39329465054839	0.12	0.76	1.68737886667432	1.15559407691637	4.05520061974585e-15	1.00000000000001	-9.98999999999806	-4.98999999999902	1	10000	0	100.010001000042	0.0001000100010001	9998	0.333333333333333	0	0.00157485672785394	40	1	0	-0.9998	0.199870120846871	1	0	0.64	0.52	1.570796326795	0.333383344586094	2.49130716056811e-15	0.999999999999454
"2305"	199	0	5	0.220194534029849	-0.150833473193177	1	1	0.000658161637206379	0.412254047316129	0.592259225922592	7	0.0535457552822656	5	0.0728999901259176	1	1	0.1828	-0.0457	0.185441707325332	6	1.39181478854226	0.14	0.62	1.67472352517426	1.15574154659466	4.71562788817437e-15	1.00000000000001	-3.30465559230168	-1.63732179194765	6	9991	0.00530904226512454	3.70852389451586	0.0001000100010001	9990	0.333333333333333	0	0.00147704447242301	40	0.111111111111111	0.00099999999999989	-0.999	0.906072435666699	1	0	0.12	0.12	0.188679636909946	0.415935824374916	-3.19871282239426e-15	1.00000000000002
"2306"	239	0	5	0.224826042899709	-0.146482930674734	1	1	0.000874005116387708	0.237828244810956	0.586358635863586	7	0.0547340729339127	5	0.0815984113810602	3	1	0.1194	-0.03925	0.185944170652832	4	1.36967849530961	0.12	0.86	1.67510702037123	1.15752123210544	-1.41777700690682e-15	1.00000000000006	-9.9899999999992	-4.9899999999996	1	10000	0	100.010001000076	0.0001000100010001	9998	0.333333333333333	0	0.00157485672785394	40	1	0	-0.9998	0.199870120846916	1	0	0.68	0.52	1.570796326795	0.333383344586132	1.58975610453638e-15	0.999999999999567
"2307"	279	0	5	0.153885768939173	-0.184004763531026	1	1	0.000944979769440875	0.351759207005645	0.586958695869587	7	0.0560019965059479	5	0.084986633926159	1	1	0.1314	-0.0356	0.191457908272931	6	1.35268274323154	0.12	0.86	1.67395653478032	1.15083402231705	3.24319460176525e-15	0.99999999999998	-5.75675794598128	-2.86971785271083	2	9997	0.000830220827707634	19.2527097680691	0.0001000100010001	9996	0.333333333333333	0	0.00153922641714182	40	0.333333333333333	0.000399999999999956	-0.9996	0.550067940911259	1	0	0.12	0.12	0.56105347316921	0.720205756605578	-6.09020472941424e-16	0.999999999999684
"2308"	319	0	5	0.330478946934094	-0.0865216120954241	1	1	0.000575153235880547	0.372188549784348	0.578357835783578	5	0.0590548470455273	5	0.0696186902183838	1	1	0.0791999999999999	-0.0372	0.194944868286112	4	1.29220838154325	0.12	0.84	1.63714099587106	1.14931734430489	-4.5588643970973e-15	1.00000000000004	-6.15925140802049	-3.06801208069399	3	9993	0.00396451324306189	7.4742752055664	0.0002000200020002	9992	0.333333333333333	0	0.00110030818865751	2	0.142857142857143	0.000799999999999912	-0.9997	0.682149111366771	1	0	0.24	0.18	0.338626258925778	0.403417488786808	-4.87735407617151e-15	1.00000000000052
"2309"	359	0	5	0.257247489175569	-0.125963352371059	1	1	0.000955319972293626	0.2799377638118	0.581358135813581	6	0.0576666927618854	3	0.0698837344509707	2	1	0.1256	-0.0404	0.187378348763698	5	1.31842037086869	0.12	0.88	1.69274779943192	1.15708319035386	-4.31157332059229e-15	1.00000000000005	-6.16600146929329	-3.07059536400551	4	9992	0.00245664586243603	3.40580225845646	0.0003000300030003	9991	0.333333333333333	0	0.000394673683633511	40	0.125	0.000899999999999901	-0.9994	0.788552277447426	1	0	0.22	0.18	0.283786445758862	0.370214264121748	-6.79031483818981e-15	0.999999999999792
"2310"	399	0	5	0.32565965047681	-0.0937496866588898	1	1	0.000479432875625203	0.369152378301395	0.578157815781578	6	0.0579072875451028	5	0.0650426891299663	1	1	0.175	-0.0454	0.180169892974879	5	1.31641975860628	0.12	0.88	1.71115556888655	1.15308972621768	3.6421754501248e-15	0.999999999999998	-8.73324625125182	-4.35982580048978	2	9998	0	17.3221749480266	0.0002000200020002	9997	0.333333333333333	0	0.00134164927311112	40	1	0.000299999999999967	-0.9997	0.358440343521694	1	0	0.12	0.62	0.904281674458645	0.481161898278915	-1.73022672578238e-15	1.0000000000007
"2311"	0	1	6	-0.363902542544305	-0.659382732907289	1	2	0.00055620159069062	0.0371895894921997	0.889388938893889	12	0.00013501400019952	8	0.127119945165059	2	0.5	-0.0109	0.0147999999999999	0.207162696342674	6	2.19702709942492	0.26	0.82	1.53167981670391	1.15375053818192	3.89888121787862e-16	1.00000000000001	-3.44391561846324	-1.51177256183609	15	6502	0.00903437904099134	1.43049342125993	0.0017001700170017	6501	0.166666666666667	0	0.000820090172071683	3	0.000561167227833895	0.4878	-0.9583	0.873612981612933	1	0.930363853799051	0.12	0.22	0.0728640874245728	0.313563689898733	4.62175134829934e-12	1.00000000000008
"2312"	40	1	6	-0.0440636950474751	-0.35668695576742	1	1	0.00227384158348642	-0.0492157877315869	0.71007100710071	10	0.00640146319158665	6	0.118158460770993	4	0.00275482093663912	0.3246	-0.1172	0.228652157646972	6	2.00395315278696	0.86	0.84	1.51864098000688	1.13188925951379	1.44066980567459e-15	0.999999999999976	-0.28498700397666	0.22463185176859	976	5515	0.396567343359968	0.00287554256421749	0.0012001200120012	5514	0.166666666666667	934	0.148230103179743	40	0.000774593338497289	0.4486	-0.9842	0.99481240158104	1	1.07126844049263	0.44	0.62	0.00153398078788574	0.050784903910446	-1.04330293293486e-12	1.00000000000002
"2313"	80	1	6	0.10302007415199	-0.279109820473907	1	3	0.00111676940471213	-0.0755662515669286	0.697169716971697	10	0.0638020833333333	6	0.111932931711601	2	0.00168918918918919	0.3514	-0.1159	0.226353525655674	7	1.9749299123535	0.88	0.8	1.49333029700677	1.1357880580872	8.72337202473261e-15	0.999999999999975	-0.81421142706936	-0.0344701829242791	816	7196	0.194420560066186	0.0420234161890418	0.0018001800180018	7195	0.111111111111111	2367	0.0223177431241719	40	0.00109409190371991	0.329	-0.9562	0.987074521986287	1	0.226344804605245	0.86	0.38	0.00115048559091431	0.100644734358787	2.48136482472461e-12	1.00000000000007
"2314"	120	1	6	0.12237270527649	-0.274986048612027	1	2	0.000481887435489921	-0.0199881468308463	0.706270627062706	12	0.0066702722192176	4	0.111982926100304	1	0.00431034482758621	0.2858	-0.12685	0.234493381310827	6	1.9928360596567	0.86	0.76	1.45421378691568	1.1325510571845	-6.03645605723457e-15	1.00000000000002	-1.76000061742162	-0.572990380720212	520	5914	0.0924425003856974	0.0480012251529268	0.0019001900190019	5913	0.166666666666667	0	0.0397354828467613	40	0.00105960264900662	0.4313	-0.9671	0.963184243645004	1	0.891506139987514	0.36	0.46	0.00230097118182861	0.135419047807595	-1.65576008459567e-12	0.999999999999946
"2315"	160	1	6	-0.0394457211931051	-0.347556747850312	1	1	0.00157962694785469	-0.0779170155942152	0.7000700070007	10	0.0160036579789666	4	0.11938816660242	3	0.00275482093663912	0.3655	-0.1144	0.229026922941196	7	1.97580870829004	0.88	0.74	1.51749049441597	1.1321438620014	1.03056063682772e-14	0.999999999999987	-0.95288118339805	0.0541859990475402	375	5898	0.196244459862262	0.022808782479258	0.0014001400140014	4102	0.166666666666667	0	0.0705863394551454	40	0.000758150113722517	0.8513	-0.9523	0.982030529992853	1	1.02840547481007	0.88	0.62	0.00306796157577148	0.0982439837767409	4.15738554693235e-13	1.00000000000028
"2316"	200	1	6	-0.0361104824882718	-0.35058620243874	1	1	0.0014180003066352	-0.160967977764384	0.702470247024703	10	0.0204081632653061	3	0.110029662863229	2	0.00282485875706215	0.3148	-0.1222	0.215629019211555	6	1.98073565885474	0.88	0.86	1.5332137974918	1.14369056168168	-2.67287303401531e-15	1.00000000000005	-0.571417421285581	0.0978359399119251	649	5499	0.212971079412264	0.020215967328533	0.0016001600160016	5498	0.166666666666667	0	0.0338447176495037	40	0.000992802184164805	0.5254	-0.9225	0.991724323407286	1	1.09277253935111	0.86	0.66	0.00153398078788574	0.0911812378565651	2.87588948211237e-12	0.99999999999995
